dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1592330400,2020-06-16 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.82,299.44,298.929,301.15,1013,,,45,4.1,170,,,,,0,800,Clear,sky is clear,01d
1592334000,2020-06-16 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.12,299.26,298.929,299.15,1013,,,54,2.6,170,,,,,20,801,Clouds,few clouds,02n
1592337600,2020-06-16 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299,299.45,298.042,299.15,1014,,,54,2.1,40,,,,,20,801,Clouds,few clouds,02n
1592341200,2020-06-16 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.98,299.14,298.042,299.15,1015,,,61,3.6,80,,,,,20,801,Clouds,few clouds,02n
1592344800,2020-06-16 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.14,297.97,298.042,298.15,1015,,,61,3.6,80,,,,,20,801,Clouds,few clouds,02n
1592348400,2020-06-16 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.98,297.75,296.881,298.15,1015,,,61,3.6,80,,,,,20,801,Clouds,few clouds,02n
1592352000,2020-06-17 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.11,297.56,296.881,297.15,1015,,,64,2.6,50,,,,,20,801,Clouds,few clouds,02n
1592355600,2020-06-17 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.11,296.86,296.881,297.15,1014,,,64,3.6,70,,,,,20,801,Clouds,few clouds,02n
1592359200,2020-06-17 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.1,298.31,296.815,297.15,1014,,,64,1.5,10,,,,,20,801,Clouds,few clouds,02n
1592362800,2020-06-17 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.1,298.31,296.815,297.15,1014,,,64,1.5,50,,,,,20,801,Clouds,few clouds,02n
1592366400,2020-06-17 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.24,297.56,296.15,296.815,1013,,,73,2.1,90,,,,,20,801,Clouds,few clouds,02n
1592370000,2020-06-17 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.12,298.06,296.9,297.15,1014,,,69,2.6,300,,,,,20,801,Clouds,few clouds,02d
1592373600,2020-06-17 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.96,298.78,296.9,298.15,1014,,,61,2.1,340,,,,,20,801,Clouds,few clouds,02d
1592377200,2020-06-17 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.71,300.75,296.9,300.15,1015,,,57,2.1,330,,,,,20,801,Clouds,few clouds,02d
1592380800,2020-06-17 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.47,301.7,297.172,302.15,1015,,,45,2.1,10,,,,,20,801,Clouds,few clouds,02d
1592384400,2020-06-17 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.4,300.91,297.172,302.15,1015,,,45,3.1,100,,,,,20,801,Clouds,few clouds,02d
1592388000,2020-06-17 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.47,299.57,297.172,302.15,1015,,,42,4.6,100,,,,,20,801,Clouds,few clouds,02d
1592391600,2020-06-17 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.59,301.77,298.071,302.15,1015,,,58,4.6,80,,,,,20,801,Clouds,few clouds,02d
1592395200,2020-06-17 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.69,300.5,298.071,301.15,1014,,,61,5.1,80,,,,,20,801,Clouds,few clouds,02d
1592398800,2020-06-17 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.59,300.88,298.071,302.15,1014,,,51,4.6,60,,,,,20,801,Clouds,few clouds,02d
1592402400,2020-06-17 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.65,300.96,298.513,302.15,1013,,,51,4.6,70,,,,,20,801,Clouds,few clouds,02d
1592406000,2020-06-17 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.6,300.12,298.513,302.15,1013,,,51,5.7,60,,,,,20,801,Clouds,few clouds,02d
1592409600,2020-06-17 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.79,299.16,298.513,301.15,1013,,,58,6.7,70,,,,,20,801,Clouds,few clouds,02d
1592413200,2020-06-17 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.85,298.08,297.956,300.15,1013,,,57,6.2,60,,,,,20,801,Clouds,few clouds,02d
1592416800,2020-06-17 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.97,298.18,297.956,299.15,1013,,,69,6.2,60,,,,,0,800,Clear,sky is clear,01d
1592420400,2020-06-17 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.99,297.77,297.956,299.15,1013,,,65,6.2,70,,,,,0,800,Clear,sky is clear,01n
1592424000,2020-06-17 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.03,297.19,297.283,298.15,1013,,,65,5.1,70,,,,,0,800,Clear,sky is clear,01n
1592427600,2020-06-17 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.01,297.16,297.283,298.15,1013,,,65,5.1,70,,,,,0,800,Clear,sky is clear,01n
1592431200,2020-06-17 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.03,296.77,297.283,298.15,1015,,,61,5.1,50,,,,,0,800,Clear,sky is clear,01n
1592434800,2020-06-17 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.95,296.25,296.656,298.15,1014,,,57,5.1,50,,,,,0,800,Clear,sky is clear,01n
1592438400,2020-06-18 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.08,296.12,296.656,297.15,1014,,,64,4.6,40,,,,,0,800,Clear,sky is clear,01n
1592442000,2020-06-18 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.08,295.43,296.656,297.15,1014,,,57,4.6,40,,,,,0,800,Clear,sky is clear,01n
1592445600,2020-06-18 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.26,296.16,296.15,296.956,1013,,,69,3.6,10,,,,,0,800,Clear,sky is clear,01n
1592449200,2020-06-18 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.27,295.5,296.15,296.956,1013,,,73,5.1,20,,,,,0,800,Clear,sky is clear,01n
1592452800,2020-06-18 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.4,295.16,295.15,296.956,1013,,,83,5.1,20,,,,,0,800,Clear,sky is clear,01n
1592456400,2020-06-18 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.4,295.42,295.15,296.956,1013,,,78,4.1,20,,,,,0,800,Clear,sky is clear,01d
1592460000,2020-06-18 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.12,296.31,296.956,297.15,1013,,,69,5.1,20,,,,,0,800,Clear,sky is clear,01d
1592463600,2020-06-18 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.85,298.17,296.956,299.15,1014,,,57,4.1,40,,,,,0,800,Clear,sky is clear,01d
1592467200,2020-06-18 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.71,297.97,296.956,300.15,1014,,,51,5.1,40,,,,,0,800,Clear,sky is clear,01d
1592470800,2020-06-18 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.52,298.7,296.956,301.15,1015,,,48,5.1,70,,,,,0,800,Clear,sky is clear,01d
1592474400,2020-06-18 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.44,298.76,296.956,302.15,1014,,,42,5.7,70,,,,,0,800,Clear,sky is clear,01d
1592478000,2020-06-18 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.59,298.8,297.051,301.15,1014,,,48,5.1,60,,,,,0,800,Clear,sky is clear,01d
1592481600,2020-06-18 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.38,299.48,297.051,302.15,1014,,,45,5.1,60,,,,,0,800,Clear,sky is clear,01d
1592485200,2020-06-18 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.59,299.16,297.051,301.15,1014,,,51,5.1,70,,,,,0,800,Clear,sky is clear,01d
1592488800,2020-06-18 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.5,300.02,297.4,302.15,1013,,,48,5.1,70,,,,,0,800,Clear,sky is clear,01d
1592492400,2020-06-18 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.58,299.08,297.4,301.15,1013,,,54,5.7,70,,,,,0,800,Clear,sky is clear,01d
1592496000,2020-06-18 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.64,298.82,297.4,301.15,1013,,,54,6.2,60,,,,,0,800,Clear,sky is clear,01d
1592499600,2020-06-18 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.74,297.23,297.149,300.15,1012,,,57,7.2,30,,,,,0,800,Clear,sky is clear,01d
1592503200,2020-06-18 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.85,297.14,297.149,299.15,1012,,,61,6.2,40,,,,,0,800,Clear,sky is clear,01d
1592506800,2020-06-18 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.01,298.27,297.149,298.15,1012,,,69,4.1,50,,,,,0,800,Clear,sky is clear,01n
1592510400,2020-06-18 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.04,298.38,297.337,298.15,1013,,,73,4.6,60,,,,,16,801,Clouds,few clouds,02n
1592514000,2020-06-18 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.03,299.76,297.337,298.15,1014,,,73,2.6,90,,,,,16,801,Clouds,few clouds,02n
1592517600,2020-06-18 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.18,299.38,297.15,297.337,1014,,,78,2.1,120,,,,,16,801,Clouds,few clouds,02n
1592521200,2020-06-18 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.24,297.51,297.15,297.791,1013,,,78,4.9,152,,,,,0,800,Clear,sky is clear,01n
1592524800,2020-06-19 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.4,296.76,296.15,297.791,1013,,,83,4.9,152,,,,,0,800,Clear,sky is clear,01n
1592528400,2020-06-19 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.37,297.86,296.15,297.791,1013,,,78,2.6,340,,,,,0,800,Clear,sky is clear,01n
1592532000,2020-06-19 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.45,298.79,296.15,298.332,1012,,,83,2.1,340,,,,,0,800,Clear,sky is clear,01n
1592535600,2020-06-19 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.63,297.34,295.15,298.332,1011,,,88,3.1,350,,,,,0,800,Clear,sky is clear,01n
1592539200,2020-06-19 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.58,297.97,295.15,298.332,1011,,,88,2.1,360,,,,,0,800,Clear,sky is clear,01n
1592542800,2020-06-19 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.6,297.84,295.15,298.477,1011,,,94,3.1,350,,,,,0,800,Clear,sky is clear,01d
1592546400,2020-06-19 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.35,299.43,297.15,298.477,1011,,,83,3.1,10,,,,,0,800,Clear,sky is clear,01d
1592550000,2020-06-19 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.06,300.68,298.477,299.15,1012,,,74,3.6,350,,,,,0,800,Clear,sky is clear,01d
1592553600,2020-06-19 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.83,301.75,298.769,301.15,1012,,,61,3.6,360,,,,,0,800,Clear,sky is clear,01d
1592557200,2020-06-19 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.49,303.17,298.769,303.15,1012,,,51,3.1,40,,,,,0,800,Clear,sky is clear,01d
1592560800,2020-06-19 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.42,304.62,298.769,304.15,1011,,,52,3.1,80,,,,,0,800,Clear,sky is clear,01d
1592564400,2020-06-19 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.62,303.85,300.269,304.15,1010,,,52,4.6,80,,,,,0,800,Clear,sky is clear,01d
1592568000,2020-06-19 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.72,302.99,300.269,303.15,1009,,,55,4.6,100,,,,,0,800,Clear,sky is clear,01d
1592571600,2020-06-19 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.62,306.11,300.269,304.15,1009,,,58,2.6,80,,,,,0,800,Clear,sky is clear,01d
1592575200,2020-06-19 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,305.51,307.16,301.478,306.15,1008,,,49,3.1,90,,,,,0,800,Clear,sky is clear,01d
1592578800,2020-06-19 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,305.45,304.72,301.478,306.15,1007,,,43,5.1,110,,,,,0,800,Clear,sky is clear,01d
1592582400,2020-06-19 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,304.65,303.2,301.478,305.15,1006,,,43,5.7,130,,,,,0,800,Clear,sky is clear,01d
1592586000,2020-06-19 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,304.65,303.86,301.511,305.15,1006,,,40,4.1,140,,,,,0,800,Clear,sky is clear,01d
1592589600,2020-06-19 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.75,304.49,301.511,304.15,1006,,,43,2.1,160,,,,,0,800,Clear,sky is clear,01d
1592593200,2020-06-19 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,304.65,304.61,301.511,305.15,1008,,,38,2.6,20,,,,,0,800,Clear,sky is clear,01n
1592596800,2020-06-19 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.3,299.96,297.909,304.15,1009,,,38,6.7,340,,,,,0,800,Clear,sky is clear,01n
1592600400,2020-06-19 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.66,295.28,297.909,301.15,1011,,,54,11.3,340,,,,,0,800,Clear,sky is clear,01n
1592604000,2020-06-19 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.84,294.5,297.909,300.15,1011,,,54,10.8,340,,,,,0,800,Clear,sky is clear,01n
1592607600,2020-06-19 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.95,295.09,297.688,299.15,1011,,,57,8.7,330,,,,,0,800,Clear,sky is clear,01n
1592611200,2020-06-20 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.08,293.14,297.688,298.15,1012,,,57,9.8,330,,,,,0,800,Clear,sky is clear,01n
1592614800,2020-06-20 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.09,293.08,297.688,298.15,1011,,,53,9.3,330,,,,,0,800,Clear,sky is clear,01n
1592618400,2020-06-20 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.11,290.8,296.848,297.15,1012,,,50,10.3,330,,,,,0,800,Clear,sky is clear,01n
1592622000,2020-06-20 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.1,291.78,296.848,297.15,1012,,,53,9.3,330,,,,,0,800,Clear,sky is clear,01n
1592625600,2020-06-20 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.25,291.74,296.15,296.848,1013,,,60,8.7,340,,,,,0,800,Clear,sky is clear,01n
1592629200,2020-06-20 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.24,293.13,296.15,296.847,1015,,,60,6.7,340,,,,,0,800,Clear,sky is clear,01d
1592632800,2020-06-20 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.1,292.88,296.847,297.15,1015,,,60,8.7,340,,,,,0,800,Clear,sky is clear,01d
1592636400,2020-06-20 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.84,294.88,296.847,299.15,1016,,,50,7.7,350,,,,,0,800,Clear,sky is clear,01d
1592640000,2020-06-20 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.79,294.87,297.499,300.15,1017,,,42,8.2,340,,,,,0,800,Clear,sky is clear,01d
1592643600,2020-06-20 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.45,295.76,297.499,302.15,1017,,,32,8.2,350,,,,,0,800,Clear,sky is clear,01d
1592647200,2020-06-20 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.24,297.08,297.499,304.15,1017,,,31,9.3,340,,,,,0,800,Clear,sky is clear,01d
1592650800,2020-06-20 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.22,297.05,297.301,304.15,1017,,,31,9.3,360,,,,,0,800,Clear,sky is clear,01d
1592654400,2020-06-20 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.97,299.46,297.301,305.15,1017,,,31,7.2,10,,,,,0,800,Clear,sky is clear,01d
1592658000,2020-06-20 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,304.94,300.42,297.301,306.15,1017,,,27,6.7,30,,,,,0,800,Clear,sky is clear,01d
1592661600,2020-06-20 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.38,300.82,297.5,303.15,1016,,,45,5.1,60,,,,,0,800,Clear,sky is clear,01d
1592665200,2020-06-20 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.15,300.74,297.5,304.15,1016,,,45,6.7,80,,,,,0,800,Clear,sky is clear,01d
1592668800,2020-06-20 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.52,297.85,297.5,302.15,1016,,,45,7.7,60,,,,,0,800,Clear,sky is clear,01d
1592672400,2020-06-20 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.49,297.81,297.311,302.15,1016,,,45,7.7,40,,,,,0,800,Clear,sky is clear,01d
1592676000,2020-06-20 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.57,297.28,297.311,301.15,1016,,,42,6.2,40,,,,,0,800,Clear,sky is clear,01d
1592679600,2020-06-20 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.76,295.89,297.311,300.15,1017,,,39,6.2,20,,,,,0,800,Clear,sky is clear,01n
1592683200,2020-06-20 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.89,295.57,297.238,299.15,1018,,,39,5.1,20,,,,,0,800,Clear,sky is clear,01n
1592686800,2020-06-20 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.86,298.4,297.238,299.15,1019,,,39,1,0,,,,,0,800,Clear,sky is clear,01n
1592690400,2020-06-20 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.03,296.45,297.238,298.15,1019,,,41,2.6,10,,,,,0,800,Clear,sky is clear,01n
1592694000,2020-06-20 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.17,296.32,297.15,297.314,1019,,,47,2.1,310,,,,,0,800,Clear,sky is clear,01n
1592697600,2020-06-21 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.33,295.16,296.15,297.314,1019,,,46,2.1,300,,,,,0,800,Clear,sky is clear,01n
1592701200,2020-06-21 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.44,294.31,295.15,297.314,1018,,,49,2.1,290,,,,,0,800,Clear,sky is clear,01n
1592704800,2020-06-21 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.45,293.71,295.15,297.322,1018,,,46,2.6,300,,,,,0,800,Clear,sky is clear,01n
1592708400,2020-06-21 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,294.63,292.94,294.15,297.322,1018,,,49,2.6,300,,,,,0,800,Clear,sky is clear,01n
1592712000,2020-06-21 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,294.58,293.65,294.15,297.322,1018,,,49,1.5,320,,,,,0,800,Clear,sky is clear,01n
1592715600,2020-06-21 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.39,294.4,295.15,296.912,1018,,,46,1.5,300,,,,,0,800,Clear,sky is clear,01d
1592719200,2020-06-21 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.11,296.24,296.912,297.15,1018,,,47,2.1,280,,,,,0,800,Clear,sky is clear,01d
1592722800,2020-06-21 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.71,297.65,296.912,300.15,1018,,,36,3.1,280,,,,,0,800,Clear,sky is clear,01d
1592726400,2020-06-21 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.48,299.75,297.2,302.15,1018,,,35,3.1,310,,,,,0,800,Clear,sky is clear,01d
1592730000,2020-06-21 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.1,300.27,297.2,304.15,1018,,,29,4.1,330,,,,,0,800,Clear,sky is clear,01d
1592733600,2020-06-21 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.2,300.39,297.2,304.15,1018,,,29,4.1,290,,,,,0,800,Clear,sky is clear,01d
1592737200,2020-06-21 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.46,299.85,298.088,303.15,1017,,,37,5.1,140,,,,,0,800,Clear,sky is clear,01d
1592740800,2020-06-21 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.39,300.43,298.088,303.15,1017,,,42,5.1,160,,,,,0,800,Clear,sky is clear,01d
1592744400,2020-06-21 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.46,299.85,298.088,303.15,1016,,,37,5.1,130,,,,,0,800,Clear,sky is clear,01d
1592748000,2020-06-21 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.61,298.98,298.2,302.15,1016,,,42,5.7,140,,,,,0,800,Clear,sky is clear,01d
1592751600,2020-06-21 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.55,298.17,298.2,302.15,1015,,,39,6.2,110,,,,,0,800,Clear,sky is clear,01d
1592755200,2020-06-21 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.75,298.59,298.2,301.15,1015,,,48,5.7,110,,,,,0,800,Clear,sky is clear,01d
1592758800,2020-06-21 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.85,298.43,297.926,300.15,1016,,,57,5.7,100,,,,,0,800,Clear,sky is clear,01d
1592762400,2020-06-21 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.81,299.15,297.926,300.15,1015,,,54,4.1,100,,,,,0,800,Clear,sky is clear,01d
1592766000,2020-06-21 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.98,298.37,297.926,299.15,1016,,,54,3.6,90,,,,,0,800,Clear,sky is clear,01n
1592769600,2020-06-21 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.97,298.62,297.82,299.15,1016,,,50,2.6,80,,,,,0,800,Clear,sky is clear,01n
1592773200,2020-06-21 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.1,299.32,297.82,298.15,1016,,,57,1,0,,,,,0,800,Clear,sky is clear,01n
1592776800,2020-06-21 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.24,298.11,297.15,297.82,1017,,,60,1.5,270,,,,,0,800,Clear,sky is clear,01n
1592780400,2020-06-21 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.24,297.69,297.15,297.835,1017,,,60,2.1,260,,,,,0,800,Clear,sky is clear,01n
1592784000,2020-06-22 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.4,297.06,296.15,297.835,1016,,,69,2.6,250,,,,,0,800,Clear,sky is clear,01n
1592787600,2020-06-22 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.38,297.8,296.15,297.835,1016,,,69,1.5,270,,,,,0,800,Clear,sky is clear,01n
1592791200,2020-06-22 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.21,296.61,297.15,297.579,1016,,,53,2.6,280,,,,,0,800,Clear,sky is clear,01n
1592794800,2020-06-22 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.37,294.79,296.15,297.579,1016,,,49,3.1,300,,,,,0,800,Clear,sky is clear,01n
1592798400,2020-06-22 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.48,294.01,295.15,297.579,1016,,,49,2.6,300,,,,,0,800,Clear,sky is clear,01n
1592802000,2020-06-22 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.08,293.87,296.642,297.15,1016,,,41,4.6,320,,,,,0,800,Clear,sky is clear,01d
1592805600,2020-06-22 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.92,294.15,296.642,298.15,1016,,,41,5.7,310,,,,,0,800,Clear,sky is clear,01d
1592809200,2020-06-22 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.81,294.54,296.642,299.15,1016,,,44,7.2,320,,,,,0,800,Clear,sky is clear,01d
1592812800,2020-06-22 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.76,294.83,297.3,300.15,1016,,,42,8.2,330,,,,,0,800,Clear,sky is clear,01d
1592816400,2020-06-22 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.42,297.75,297.3,302.15,1016,,,37,6.2,330,,,,,0,800,Clear,sky is clear,01d
1592820000,2020-06-22 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.35,298.06,297.3,303.15,1016,,,33,6.7,340,,,,,0,800,Clear,sky is clear,01d
1592823600,2020-06-22 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.22,299.5,297.306,304.15,1016,,,33,6.2,340,,,,,0,800,Clear,sky is clear,01d
1592827200,2020-06-22 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.42,300.58,297.306,302.15,1016,,,45,3.6,100,,,,,0,800,Clear,sky is clear,01d
1592830800,2020-06-22 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.63,298.1,297.306,301.15,1016,,,54,7.2,110,,,,,20,801,Clouds,few clouds,02d
1592834400,2020-06-22 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.67,298.85,297.612,301.15,1015,,,51,5.7,120,,,,,20,801,Clouds,few clouds,02d
1592838000,2020-06-22 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.62,298.78,297.612,301.15,1015,,,51,5.7,100,,,,,20,801,Clouds,few clouds,02d
1592841600,2020-06-22 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.67,298.15,297.612,301.15,1015,,,51,6.7,120,,,,,20,801,Clouds,few clouds,02d
1592845200,2020-06-22 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.75,298.37,297.185,300.15,1015,,,54,5.1,120,,,,,20,801,Clouds,few clouds,02d
1592848800,2020-06-22 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.7,299,297.185,300.15,1015,,,54,4.1,80,,,,,0,800,Clear,sky is clear,01d
1592852400,2020-06-22 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.88,297.45,297.185,299.15,1015,,,50,4.1,60,,,,,0,800,Clear,sky is clear,01n
1592856000,2020-06-22 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.01,296.62,297.1,298.15,1016,,,53,4.1,60,,,,,0,800,Clear,sky is clear,01n
