dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1591801200,2020-06-10 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.6,295.78,294.527,298.15,1014,,,57,5.1,80,,,,,20,801,Clouds,few clouds,02d
1591804800,2020-06-10 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.79,294.57,294.527,297.15,1014,,,60,5.7,80,,,,,20,801,Clouds,few clouds,02d
1591808400,2020-06-10 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.82,295.73,294.71,297.15,1014,,,60,4.1,80,,,,,20,801,Clouds,few clouds,02d
1591812000,2020-06-10 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.93,293.41,294.71,296.15,1014,,,60,5.7,70,,,,,20,801,Clouds,few clouds,02d
1591815600,2020-06-10 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.09,295.25,294.71,295.15,1015,,,73,3.1,80,,,,,20,801,Clouds,few clouds,02n
1591819200,2020-06-10 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.98,294.97,294.901,296.15,1015,,,64,4.1,80,,,,,20,801,Clouds,few clouds,02n
1591822800,2020-06-10 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.11,294.49,294.901,295.15,1015,,,68,3.6,60,,,,,20,801,Clouds,few clouds,02n
1591826400,2020-06-10 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.12,294.86,294.901,295.15,1015,,,68,3.1,60,,,,,2,800,Clear,sky is clear,01n
1591830000,2020-06-10 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.09,295.17,294.737,295.15,1016,,,68,2.6,340,,,,,0,800,Clear,sky is clear,01n
1591833600,2020-06-11 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,294.24,295.2,294.15,294.737,1015,,,73,1.5,340,,,,,0,800,Clear,sky is clear,01n
1591837200,2020-06-11 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,293.37,293.91,293.15,294.737,1015,,,77,2.1,340,,,,,0,800,Clear,sky is clear,01n
1591840800,2020-06-11 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,293.33,294.27,293.15,294.507,1015,,,77,1.5,330,,,,,99,804,Clouds,overcast clouds,04n
1591844400,2020-06-11 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,293.35,293.88,293.15,294.507,1014,,,77,2.1,340,,,,,99,804,Clouds,overcast clouds,04n
1591848000,2020-06-11 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,293.33,293.85,293.15,294.507,1014,,,77,2.1,340,,,,,99,804,Clouds,overcast clouds,04n
1591851600,2020-06-11 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,293.35,293.53,293.15,294.6,1014,,,77,2.6,340,,,,,0,800,Clear,sky is clear,01d
1591855200,2020-06-11 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,294.22,295.52,294.15,294.6,1014,,,73,1,0,,,,,20,801,Clouds,few clouds,02d
1591858800,2020-06-11 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.94,296.73,294.6,296.15,1014,,,64,1.5,70,,,,,20,801,Clouds,few clouds,02d
1591862400,2020-06-11 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.7,296.21,294.861,298.15,1013,,,53,4.1,110,,,,,20,801,Clouds,few clouds,02d
1591866000,2020-06-11 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.65,295.84,294.861,298.15,1014,,,50,4.1,110,,,,,20,801,Clouds,few clouds,02d
1591869600,2020-06-11 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.57,296.05,294.861,299.15,1013,,,44,4.6,100,,,,,20,801,Clouds,few clouds,02d
1591873200,2020-06-11 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.75,295.92,295.2,298.15,1013,,,53,4.6,120,,,,,20,801,Clouds,few clouds,02d
1591876800,2020-06-11 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.55,297.02,295.2,299.15,1012,,,50,4.1,110,,,,,0,800,Clear,sky is clear,01d
1591880400,2020-06-11 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.61,296.4,295.2,299.15,1012,,,50,5.1,90,,,,,0,800,Clear,sky is clear,01d
1591884000,2020-06-11 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.65,295.71,295.445,299.15,1011,,,47,5.7,100,,,,,2,800,Clear,sky is clear,01d
1591887600,2020-06-11 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.59,297.12,295.445,299.15,1011,,,57,5.1,90,,,,,2,800,Clear,sky is clear,01d
1591891200,2020-06-11 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.65,297.55,295.445,299.15,1010,,,57,4.6,90,,,,,2,800,Clear,sky is clear,01d
1591894800,2020-06-11 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.79,297.55,295.477,298.15,1011,,,65,4.1,110,,,,,0,800,Clear,sky is clear,01d
1591898400,2020-06-11 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.9,295.87,295.477,297.15,1011,,,64,4.6,90,,,,,20,801,Clouds,few clouds,02d
1591902000,2020-06-11 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.92,296.03,295.477,297.15,1011,,,69,5.1,90,,,,,20,801,Clouds,few clouds,02n
1591905600,2020-06-11 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.06,295.2,295.483,296.15,1011,,,73,5.1,80,,,,,20,801,Clouds,few clouds,02n
1591909200,2020-06-11 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.05,295.54,295.483,296.15,1012,,,73,4.6,90,,,,,20,801,Clouds,few clouds,02n
1591912800,2020-06-11 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.06,295.9,295.483,296.15,1012,,,73,4.1,90,,,,,20,801,Clouds,few clouds,02n
1591916400,2020-06-11 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.05,296.59,295.4,296.15,1011,,,73,3.1,90,,,,,20,801,Clouds,few clouds,02n
1591920000,2020-06-12 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.19,296.17,295.15,295.4,1011,,,78,2.6,100,,,,,0,800,Clear,sky is clear,01n
1591923600,2020-06-12 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.18,296.51,295.15,295.4,1011,,,78,2.1,90,,,,,0,800,Clear,sky is clear,01n
1591927200,2020-06-12 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.17,297.35,295.15,295.289,1011,,,83,1.5,70,,,,,7,800,Clear,sky is clear,01n
1591930800,2020-06-12 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.17,297.35,295.15,295.289,1011,,,83,1.5,70,,,,,7,800,Clear,sky is clear,01n
1591934400,2020-06-12 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.17,297.35,295.15,295.289,1011,,,83,1.5,320,,,,,7,800,Clear,sky is clear,01n
1591938000,2020-06-12 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.19,297.73,295.15,295.437,1011,,,83,1,340,,,,,0,800,Clear,sky is clear,01d
1591941600,2020-06-12 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.89,297.43,295.437,297.15,1011,,,73,3.6,90,,,,,0,800,Clear,sky is clear,01d
1591945200,2020-06-12 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.78,298.64,295.437,298.15,1011,,,69,3.1,100,,,,,0,800,Clear,sky is clear,01d
1591948800,2020-06-12 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.68,298.88,295.702,299.15,1011,,,69,4.6,100,,,,,20,801,Clouds,few clouds,02d
1591952400,2020-06-12 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.63,298.73,295.702,299.15,1012,,,65,4.1,100,,,,,40,802,Clouds,scattered clouds,03d
1591956000,2020-06-12 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.82,298.76,295.702,298.15,1012,,,73,3.6,90,,,,,40,802,Clouds,scattered clouds,03d
1591959600,2020-06-12 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.63,300.15,296.359,300.15,1011,,,65,4.1,100,,,,,40,802,Clouds,scattered clouds,03d
1591963200,2020-06-12 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.58,298.48,296.359,300.15,1011,,,57,5.1,110,,,,,20,801,Clouds,few clouds,02d
1591966800,2020-06-12 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.5,300.22,296.359,301.15,1010,,,58,4.6,110,,,,,20,801,Clouds,few clouds,02d
1591970400,2020-06-12 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.56,299.96,296.8,301.15,1010,,,58,5.1,110,,,,,20,801,Clouds,few clouds,02d
1591974000,2020-06-12 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.49,299.44,296.8,301.15,1010,,,58,5.7,110,,,,,20,801,Clouds,few clouds,02d
1591977600,2020-06-12 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.56,299.54,296.8,301.15,1010,,,58,5.7,110,,,,,20,801,Clouds,few clouds,02d
1591981200,2020-06-12 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.75,299.52,297.205,300.15,1010,,,61,4.6,60,,,,,20,801,Clouds,few clouds,02d
1591984800,2020-06-12 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.86,297.5,297.205,299.15,1010,,,61,5.7,70,,,,,20,801,Clouds,few clouds,02d
1591988400,2020-06-12 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.88,297.61,297.205,299.15,1010,,,65,6.2,70,,,,,20,801,Clouds,few clouds,02n
1591992000,2020-06-12 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.03,297.19,297.288,298.15,1011,,,65,5.1,60,,,,,20,801,Clouds,few clouds,02n
1591995600,2020-06-12 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.02,298.29,297.288,298.15,1011,,,69,4.1,80,,,,,20,801,Clouds,few clouds,02n
1591999200,2020-06-12 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.17,297.13,297.15,297.288,1011,,,73,4.6,80,,,,,0,800,Clear,sky is clear,01n
1592002800,2020-06-12 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.16,297.11,297.15,297.199,1011,,,73,4.6,100,,,,,0,800,Clear,sky is clear,01n
1592006400,2020-06-13 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.16,299.28,297.15,297.199,1010,,,73,1.5,90,,,,,0,800,Clear,sky is clear,01n
1592010000,2020-06-13 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.29,298.86,296.15,297.199,1009,,,78,1,50,,,,,0,800,Clear,sky is clear,01n
1592013600,2020-06-13 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.17,295.89,297.15,297.294,1009,,,78,7.07,129,,,,,33,802,Clouds,scattered clouds,03n
1592017200,2020-06-13 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.32,295.12,296.15,297.294,1009,,,83,7.07,129,,,,,33,802,Clouds,scattered clouds,03n
1592020800,2020-06-13 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.31,298.54,296.15,297.294,1009,,,78,1.5,90,,,,,33,802,Clouds,scattered clouds,03n
1592024400,2020-06-13 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.31,295.6,296.15,297.3,1011,,,78,5.7,340,,,,,20,801,Clouds,few clouds,02d
1592028000,2020-06-13 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.17,295.61,297.15,297.3,1012,,,69,6.2,10,,,,,20,801,Clouds,few clouds,02d
1592031600,2020-06-13 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.03,295.08,297.3,298.15,1012,,,69,8.7,20,,,,,20,801,Clouds,few clouds,02d
1592035200,2020-06-13 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.65,296.51,296.514,300.15,1012,,,61,8.7,40,,,,,100,804,Clouds,overcast clouds,04d
1592038800,2020-06-13 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.6,297.59,296.514,300.15,1012,,,65,7.7,30,,,,,20,801,Clouds,few clouds,02d
1592042400,2020-06-13 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.65,296.51,296.514,300.15,1012,,,61,8.7,50,,,,,20,801,Clouds,few clouds,02d
1592046000,2020-06-13 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.65,296.86,296.514,300.15,1011,,,61,8.2,60,,,,,20,801,Clouds,few clouds,02d
1592049600,2020-06-13 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.6,297.24,296.514,300.15,1010,,,65,8.2,60,,,,,20,801,Clouds,few clouds,02d
1592053200,2020-06-13 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.52,298.08,296.514,301.15,1010,,,58,7.7,60,,,,,20,801,Clouds,few clouds,02d
1592056800,2020-06-13 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.6,297.84,297.113,301.15,1009,,,58,8.2,70,,,,,20,801,Clouds,few clouds,02d
1592060400,2020-06-13 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.54,298.11,297.113,301.15,1008,,,58,7.7,60,,,,,20,801,Clouds,few clouds,02d
1592064000,2020-06-13 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.6,299.24,297.113,301.15,1009,,,58,6.2,60,,,,,20,801,Clouds,few clouds,02d
1592067600,2020-06-13 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.75,299.17,297.219,300.15,1009,,,61,5.1,50,,,,,40,802,Clouds,scattered clouds,03d
1592071200,2020-06-13 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.71,299.46,297.219,300.15,1009,,,61,4.6,20,,,,,20,801,Clouds,few clouds,02d
1592074800,2020-06-13 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.89,297.98,297.219,299.15,1010,,,65,5.7,10,,,,,20,801,Clouds,few clouds,02n
1592078400,2020-06-13 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.91,296.25,296.4,298.15,1010,,,65,6.2,360,,,,,20,801,Clouds,few clouds,02n
1592082000,2020-06-13 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.89,295.52,296.4,298.15,1011,,,65,7.2,360,,,,,20,801,Clouds,few clouds,02n
1592085600,2020-06-13 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.05,292.82,296.4,297.15,1012,,,60,8.7,360,,,,,20,801,Clouds,few clouds,02n
1592089200,2020-06-13 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.16,291.33,296.15,296.217,1012,,,69,10.3,360,,,,,20,801,Clouds,few clouds,02n
1592092800,2020-06-14 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.16,291.99,296.15,296.217,1012,,,64,8.7,360,,,,,0,800,Clear,sky is clear,01n
1592096400,2020-06-14 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.16,293.04,296.15,296.217,1011,,,64,7.2,10,,,,,0,800,Clear,sky is clear,01n
1592100000,2020-06-14 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.18,292.42,295.15,295.4,1011,,,68,6.7,350,,,,,0,800,Clear,sky is clear,01n
1592103600,2020-06-14 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.19,292.95,295.15,295.4,1011,,,78,7.2,350,,,,,0,800,Clear,sky is clear,01n
1592107200,2020-06-14 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.18,292.5,295.15,295.4,1012,,,73,7.2,350,,,,,20,801,Clouds,few clouds,02n
1592110800,2020-06-14 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.2,293.32,295.15,295.512,1012,,,78,6.7,350,,,,,20,801,Clouds,few clouds,02d
1592114400,2020-06-14 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.05,291.88,295.512,296.15,1013,,,69,9.3,350,,,,,0,800,Clear,sky is clear,01d
1592118000,2020-06-14 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.79,292.04,295.512,298.15,1013,,,57,10.8,10,,,,,0,800,Clear,sky is clear,01d
1592121600,2020-06-14 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.48,293.22,295.215,300.15,1013,,,47,10.8,360,,,,,0,800,Clear,sky is clear,01d
1592125200,2020-06-14 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.25,294.35,295.215,301.15,1013,,,45,10.3,360,,,,,0,800,Clear,sky is clear,01d
1592128800,2020-06-14 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.21,296.36,295.215,302.15,1013,,,42,8.7,10,,,,,0,800,Clear,sky is clear,01d
1592132400,2020-06-14 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.15,296.91,295.8,303.15,1014,,,40,9.3,10,,,,,0,800,Clear,sky is clear,01d
1592136000,2020-06-14 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.89,297.34,295.8,304.15,1013,,,33,8.7,360,,,,,0,800,Clear,sky is clear,01d
1592139600,2020-06-14 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.01,297.49,295.8,304.15,1013,,,33,8.7,10,,,,,0,800,Clear,sky is clear,01d
1592143200,2020-06-14 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.93,298.07,296.178,305.15,1013,,,29,8.7,10,,,,,0,800,Clear,sky is clear,01d
1592146800,2020-06-14 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.8,298.03,296.178,305.15,1013,,,25,7.7,360,,,,,0,800,Clear,sky is clear,01d
1592150400,2020-06-14 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.93,298.74,296.178,305.15,1013,,,24,6.7,20,,,,,0,800,Clear,sky is clear,01d
1592154000,2020-06-14 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.22,297.5,296.3,303.15,1013,,,30,6.7,20,,,,,0,800,Clear,sky is clear,01d
1592157600,2020-06-14 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.42,295.78,296.3,301.15,1014,,,34,6.7,30,,,,,0,800,Clear,sky is clear,01d
1592161200,2020-06-14 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.76,294.5,296.3,299.15,1015,,,41,6.7,20,,,,,0,800,Clear,sky is clear,01n
1592164800,2020-06-14 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.9,295.46,296.3,298.15,1016,,,50,5.1,20,,,,,0,800,Clear,sky is clear,01n
1592168400,2020-06-14 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.02,293.84,296.3,297.15,1016,,,53,6.2,10,,,,,0,800,Clear,sky is clear,01n
1592172000,2020-06-14 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.03,293.51,296.3,297.15,1017,,,53,6.7,360,,,,,0,800,Clear,sky is clear,01n
1592175600,2020-06-14 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.02,294.19,296.2,297.15,1017,,,53,5.7,360,,,,,0,800,Clear,sky is clear,01n
1592179200,2020-06-15 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.16,294.82,296.15,296.2,1017,,,56,3.6,350,,,,,0,800,Clear,sky is clear,01n
1592182800,2020-06-15 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.16,292.85,296.15,296.2,1017,,,46,5.1,340,,,,,0,800,Clear,sky is clear,01n
1592186400,2020-06-15 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.22,291.86,295.15,295.7,1017,,,53,5.7,340,,,,,0,800,Clear,sky is clear,01n
1592190000,2020-06-15 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.23,291.94,295.15,295.7,1017,,,49,5.1,340,,,,,20,801,Clouds,few clouds,02n
1592193600,2020-06-15 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,294.36,291.1,294.15,295.7,1017,,,52,5.1,340,,,,,0,800,Clear,sky is clear,01n
1592197200,2020-06-15 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,294.24,290.86,294.15,294.824,1017,,,56,5.7,340,,,,,0,800,Clear,sky is clear,01d
1592200800,2020-06-15 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.95,291.74,294.824,296.15,1018,,,49,6.7,330,,,,,0,800,Clear,sky is clear,01d
1592204400,2020-06-15 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.83,291.62,294.824,297.15,1018,,,47,8.2,330,,,,,0,800,Clear,sky is clear,01d
1592208000,2020-06-15 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.87,293.03,296.102,298.15,1018,,,41,7.2,330,,,,,0,800,Clear,sky is clear,01d
1592211600,2020-06-15 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.54,294.7,296.102,300.15,1019,,,34,6.7,330,,,,,0,800,Clear,sky is clear,01d
1592215200,2020-06-15 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.33,295.56,296.102,302.15,1019,,,26,7.2,330,,,,,0,800,Clear,sky is clear,01d
1592218800,2020-06-15 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.38,296.54,296.5,302.15,1018,,,25,5.7,360,,,,,0,800,Clear,sky is clear,01d
1592222400,2020-06-15 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.15,297.72,296.5,303.15,1018,,,27,5.7,350,,,,,0,800,Clear,sky is clear,01d
1592226000,2020-06-15 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.52,296.5,296.5,301.15,1018,,,39,6.7,100,,,,,0,800,Clear,sky is clear,01d
1592229600,2020-06-15 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.45,298.31,297,302.15,1018,,,35,5.1,100,,,,,0,800,Clear,sky is clear,01d
1592233200,2020-06-15 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.52,297.98,297,301.15,1017,,,42,5.1,100,,,,,0,800,Clear,sky is clear,01d
1592236800,2020-06-15 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,299.72,297.18,297,300.15,1017,,,44,5.1,110,,,,,0,800,Clear,sky is clear,01d
1592240400,2020-06-15 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.78,297.4,296.4,299.15,1018,,,54,4.6,140,,,,,0,800,Clear,sky is clear,01d
1592244000,2020-06-15 18:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.74,298.4,296.4,299.15,1018,,,54,3.1,120,,,,,0,800,Clear,sky is clear,01d
1592247600,2020-06-15 19:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,297.05,296.09,296.4,297.15,1018,,,57,3.6,100,,,,,0,800,Clear,sky is clear,01n
1592251200,2020-06-15 20:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.98,296.7,295.924,297.15,1018,,,57,2.6,100,,,,,0,800,Clear,sky is clear,01n
1592254800,2020-06-15 21:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.97,298.1,295.924,297.15,1019,,,60,1,0,,,,,0,800,Clear,sky is clear,01n
1592258400,2020-06-15 22:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.26,296.6,295.15,295.924,1019,,,73,1.5,210,,,,,0,800,Clear,sky is clear,01n
1592262000,2020-06-15 23:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.27,296.62,295.15,296.021,1019,,,73,1.5,250,,,,,0,800,Clear,sky is clear,01n
1592265600,2020-06-16 00:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,295.28,296.19,295.15,296.021,1019,,,68,1.5,270,,,,,0,800,Clear,sky is clear,01n
1592269200,2020-06-16 01:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,294.4,295,294.15,296.021,1018,,,73,2.1,270,,,,,0,800,Clear,sky is clear,01n
1592272800,2020-06-16 02:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,294.42,295.03,294.15,296.124,1018,,,68,1.5,270,,,,,0,800,Clear,sky is clear,01n
1592276400,2020-06-16 03:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,293.6,294.25,293.15,296.124,1018,,,72,1.5,270,,,,,0,800,Clear,sky is clear,01n
1592280000,2020-06-16 04:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,293.56,293.77,293.15,296.124,1018,,,72,2.1,270,,,,,0,800,Clear,sky is clear,01n
1592283600,2020-06-16 05:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,294.42,294.61,294.15,296.1,1018,,,68,2.1,270,,,,,0,800,Clear,sky is clear,01d
1592287200,2020-06-16 06:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,296.99,297.74,296.1,297.15,1018,,,64,2.1,260,,,,,0,800,Clear,sky is clear,01d
1592290800,2020-06-16 07:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,298.73,297.25,296.1,299.15,1018,,,50,4.1,230,,,,,0,800,Clear,sky is clear,01d
1592294400,2020-06-16 08:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,300.5,299.36,296.366,301.15,1018,,,42,3.1,230,,,,,0,800,Clear,sky is clear,01d
1592298000,2020-06-16 09:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.28,299.3,296.366,302.15,1018,,,39,4.1,210,,,,,0,800,Clear,sky is clear,01d
1592301600,2020-06-16 10:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.23,298.79,296.366,303.15,1017,,,37,6.2,180,,,,,0,800,Clear,sky is clear,01d
1592305200,2020-06-16 11:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.35,298.29,297.3,303.15,1017,,,40,7.7,170,,,,,0,800,Clear,sky is clear,01d
1592308800,2020-06-16 12:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.27,296.91,297.3,303.15,1016,,,33,8.2,170,,,,,0,800,Clear,sky is clear,01d
1592312400,2020-06-16 13:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.22,298.52,297.3,304.15,1015,,,31,7.2,170,,,,,0,800,Clear,sky is clear,01d
1592316000,2020-06-16 14:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,303.42,298.56,298.756,304.15,1015,,,27,6.7,170,,,,,0,800,Clear,sky is clear,01d
1592319600,2020-06-16 15:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,304.19,299.5,298.756,305.15,1014,,,27,6.7,180,,,,,0,800,Clear,sky is clear,01d
1592323200,2020-06-16 16:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,302.55,298.85,298.756,303.15,1013,,,37,6.7,160,,,,,0,800,Clear,sky is clear,01d
1592326800,2020-06-16 17:00:00 +0000 UTC,3600,Sfax,34.739822,10.76002,301.71,298.76,298.929,302.15,1013,,,42,6.2,160,,,,,0,800,Clear,sky is clear,01d
